name,rating,cuisines,address,cost_for_two,timings,link
Chai Premier League,3.3,", , View Gallery",,₹300 for two people (approx.),"Chai Premier League
3.3
5
Dining Ratings
4.0
32
Delivery Ratings
Fast Food, Pizza, Beverages, Tea, Shake, Sandwich, Burger
53, Mayur Nagar, Thatipur, Gwalior
Closes in 39 minutes
12noon – 10pm (Today)
₹300 for two
+919993227745
+1 more",https://www.zomato.com/gwalior/chai-premier-league-thatipur/info
Aarya South Indian Jayka,3.5,", , View Gallery",,₹200 for two people (approx.),"Aarya South Indian Jayka
3.5
7
Dining Ratings
3.0
12
Delivery Ratings
South Indian
Kamani Pull, Sath Bhai Ki Goth, Laxmi Ganj, Ghosipura, Gwalior
Closes in 1 hour 39 minutes
2pm – 11pm (Today)
₹200 for two
+919826298609",https://www.zomato.com/gwalior/aarya-south-indian-jayka-ghosipura/info
Sweet & Salt Restaurant,3.1,", , View Gallery",,₹500 for two people (approx.),"Sweet & Salt Restaurant
3.1
14
Dining Ratings
3.7
520
Delivery Ratings
North Indian, Fast Food, Chinese, South Indian, Desserts, Beverages
House 1, Brigediar Bungalow, Munshipuri, Morar, Gwalior
Open now
24 Hours (Today)
₹500 for two
+917999511466
+1 more",https://www.zomato.com/gwalior/sweet-salt-restaurant-1-morar/info
Relish Bakers,3.0,", , View Gallery",,₹500 for two people (approx.),"Relish Bakers
3.0
49
Dining Ratings
3.9
2,180
Delivery Ratings
Bakery, Desserts, Fast Food, Pizza, Burger, Beverages
Alkapuri Square, Mahalgaon, Gwalior
Closes in 1 hour 39 minutes
9am – 11pm (Today)
₹500 for two
+918349027464",https://www.zomato.com/gwalior/relish-bakers-mahalgaon/info
The Metro Food Junction,3.3,", , View Gallery",,₹250 for two people (approx.),"The Metro Food Junction
3.3
5
Dining Ratings
4.1
103
Delivery Ratings
Chinese, Fast Food
Rajeev Nagar, Guda Gudi Ka Naka Road, Near Purani Chungi, Lashkar, Gwalior
Open now
11am – 12midnight (Today)
₹250 for two
+919893597324",https://www.zomato.com/gwalior/the-metro-food-junction-1-lashkar/info
Virasat 'E' Punjab,-,", , ₹1,100 for two people (approx.)",,"₹1,100 for two people (approx.)","Virasat 'E' Punjab
-
1
Dining Ratings
-
0
Delivery Ratings
North Indian, Chinese, Sandwich, Desserts, Beverages
Nainagir Chauraha, Ward 59, Gulmohar City, Gwalior
Closes in 1 hour 39 minutes
1pm – 11pm (Today)
₹1,100 for two
+917440940740",https://www.zomato.com/gwalior/virasat-e-punjab-1-gulmohar-city/info
Foodeee Hub.Com Cafe And Family Restaurant,3.5,", , View Gallery",,₹300 for two people (approx.),"Foodeee Hub.Com Cafe And Family Restaurant
3.5
9
Dining Ratings
3.9
78
Delivery Ratings
Chinese, North Indian, Rolls, Burger, Pasta, Pizza, Street Food, Beverages
16, Prem Nagar, Opposite Apollo Hospital, Lohamandi, Gwalior
Closes in 1 hour 39 minutes
11am – 11pm (Today)
₹300 for two
+918359920526",https://www.zomato.com/gwalior/foodeee-hub-com-cafe-and-family-restaurant-lohamandi/info
Bleu,-,", , View Gallery",,₹250 for two people (approx.),"Bleu
-
3
Dining Ratings
4.1
127
Delivery Ratings
Bakery, Fast Food, Beverages
C 95, Govindpuri, Sachin Tendulkar Road, City Center, Gwalior
Closes in 9 minutes
1pm – 9:30pm (Today)
₹250 for two
+919752482447",https://www.zomato.com/gwalior/bleu-2-city-center/info
NH-44 Cafe,3.4,", , View Gallery",,₹400 for two people (approx.),"NH-44 Cafe
3.4
6
Dining Ratings
3.8
10
Delivery Ratings
Chinese, Fast Food, Pizza, Pasta, Sandwich, Street Food, Shake, Beverages
Kushwah Complex C H 14, Deen Dayal Nagar, Gwalior, Madhya Pradesh
Closed
Opens tomorrow at 11:30am
₹400 for two
+918319450455",https://www.zomato.com/gwalior/nh-44-cafe-1-deen-dayal-nagar/info
Gurudev Parcel Counter,3.4,", , View Gallery",,₹150 for two people (approx.),"Gurudev Parcel Counter
3.4
6
Dining Ratings
4.0
10
Delivery Ratings
North Indian, Pizza, Chinese
A 47, Samadhiya Colony, Madhav Ganj, Gwalior
Closes in 1 hour 24 minutes
5:30pm – 10:45pm (Today)
₹150 for two
+918871223473",https://www.zomato.com/gwalior/gurudev-parcel-counter-madhav-ganj/info
Atithi Bhoj Restaurant,3.6,", , View Gallery",,₹300 for two people (approx.),"Atithi Bhoj Restaurant
3.6
9
Dining Ratings
-
0
Delivery Ratings
North Indian
Near Delite Talkies, Nai Sadak, Shinde Ki Chhawani, Gwalior
Closes in 39 minutes
9am – 10pm (Today)
₹300 for two
+919981181088",https://www.zomato.com/gwalior/atithi-bhoj-restaurant-shinde-ki-chhawani/info
Rishav Pizza Cafe,3.3,", , View Gallery",,₹300 for two people (approx.),"Rishav Pizza Cafe
3.3
5
Dining Ratings
4.3
53
Delivery Ratings
Pizza, Fast Food, Burger, Sandwich
Near Thakur Nursing Home, Radharani Complex, Madhav Ganj, Gwalior
Closes in 1 hour 39 minutes
11am – 11pm (Today)
₹300 for two
+917566077478",https://www.zomato.com/gwalior/rishav-pizza-cafe-madhav-ganj/info
Hut-k Cafe,3.4,", , ₹250 for two people (approx.)",,₹250 for two people (approx.),"Hut-k Cafe
3.4
6
Dining Ratings
4.0
33
Delivery Ratings
Chinese, Pizza, Burger, Sandwich, Fast Food, Shake, Beverages
Lala Ka Bazar, Gadve Ki Goth, Madhav Ganj, Gwalior
Open now
9pm – 12midnight (Today)
₹250 for two
+919329409303",https://www.zomato.com/gwalior/hut-k-cafe-madhav-ganj/info
V Rasoi Restaurant,3.2,", , View Gallery",,₹400 for two people (approx.),"V Rasoi Restaurant
3.2
50
Dining Ratings
3.9
1,213
Delivery Ratings
North Indian, South Indian, Chinese, Street Food, Fast Food
66, Tansen Road, Hazira Mahalgaon, Near Tirupati Balaji Motors, Birla Nagar, Gwalior
Closes in 1 hour 38 minutes
1pm – 11pm (Today)
₹400 for two
+919165324050",https://www.zomato.com/gwalior/v-rasoi-restaurant-birla-nagar/info
Handi - Hotel Banjara,3.1,", , View Gallery",,₹400 for two people (approx.),"Handi - Hotel Banjara
3.1
48
Dining Ratings
3.4
704
Delivery Ratings
North Indian, Chinese, Pasta, Desserts, Fast Food, Street Food, Beverages
Old High Court Road, Lashkar, Gwalior
Closes in 8 minutes
10am – 9:30pm (Today)
₹400 for two
+919826252999",https://www.zomato.com/gwalior/handi-hotel-banjara-lashkar/info
The Royal Maharaja Restaurant & Cafe,3.9,", , View Gallery",,₹250 for two people (approx.),"The Royal Maharaja Restaurant & Cafe
3.9
10
Dining Ratings
4.0
13
Delivery Ratings
Rolls, Fast Food, Shake
Shop C-4, Govindpuri, University Road, City Center, Gwalior
Closes in 1 hour 38 minutes
11am – 11pm (Today)
₹250 for two
+919522824404",https://www.zomato.com/gwalior/the-royal-maharaja-restaurant-cafe-city-center/info
Shri Siddhi Vinayak Restaurant,3.3,", , View Gallery",,₹300 for two people (approx.),"Shri Siddhi Vinayak Restaurant
3.3
5
Dining Ratings
3.7
79
Delivery Ratings
North Indian
Tansen Road, Gandhinagar, Railway Crossing Padav, Shinde Ki Chhawani, Gwalior
Closes in 1 hour 38 minutes
11am – 11pm (Today)
₹300 for two
+917804032333",https://www.zomato.com/gwalior/shri-siddhi-vinayak-restaurant-shinde-ki-chhawani/info
Shree Balaji Sweet Bakery Restaurant,3.5,", , View Gallery",,₹400 for two people (approx.),"Shree Balaji Sweet Bakery Restaurant
3.5
7
Dining Ratings
3.6
31
Delivery Ratings
Mithai, Desserts, North Indian, Street Food, Chinese, Pizza, Fast Food, Beverages
House 152, Shatabdipuram, Phase 2, Deen Dayal Nagar, Gwalior
Closes in 38 minutes
11:30am – 10pm (Today)
₹400 for two
+917999316166",https://www.zomato.com/gwalior/shree-balaji-sweet-bakery-restaurant-1-deen-dayal-nagar/info
Burger House,3.8,", , View Gallery",,₹350 for two people (approx.),"Burger House
3.8
60
Dining Ratings
4.1
124
Delivery Ratings
Burger, Wraps, Fast Food, Sandwich, Beverages
City Square, Ravi Nagar, Near GDA Office, Sai Baba Mandir Road, Shinde Ki Chhawani, Gwalior
Closes in 1 hour 38 minutes
11am – 11pm (Today)
₹350 for two
+919399155761",https://www.zomato.com/gwalior/burger-house-shinde-ki-chhawani/info
Kings Pizza,3.6,", , View Gallery",,₹350 for two people (approx.),"Kings Pizza
3.6
15
Dining Ratings
4.2
1,399
Delivery Ratings
Pizza, Burger, Sandwich, Fast Food
Jail Road, Bahodapur, Opposite SBI ATM, Vinay Nagar, Gwalior
Closes in 38 minutes
11am – 10pm (Today)
₹350 for two
+918319772884",https://www.zomato.com/gwalior/kings-pizza-1-vinay-nagar/info
Delhi-6 Ke Lajabab Parathe,3.6,", , View Gallery",,₹300 for two people (approx.),"Delhi-6 Ke Lajabab Parathe
3.6
12
Dining Ratings
4.3
74
Delivery Ratings
North Indian
Near Delight Talkies, Nai Sadak, Shinde Ki Chhawani, Gwalior
Closed
Opens tomorrow at 11am
₹300 for two
+918817222984",https://www.zomato.com/gwalior/delhi-6-ke-lajabab-parathe-shinde-ki-chhawani/info
Vishnu Bakery,3.8,", , View Gallery",,₹300 for two people (approx.),"Vishnu Bakery
3.8
16
Dining Ratings
4.4
106
Delivery Ratings
Bakery
Near Police Chowki, Madhav Ganj, Gwalior
Closes in 1 hour 38 minutes
11am – 11pm (Today)
₹300 for two
+919329504089",https://www.zomato.com/gwalior/vishnu-bakery-madhav-ganj/info
Sugar Palm Hotel,-,", , View Gallery",,₹750 for two people (approx.),"Sugar Palm Hotel
-
3
Dining Ratings
4.2
44
Delivery Ratings
North Indian, Mughlai, Chinese, Fast Food, Street Food
Kailash Vihar, Near Income Tax Office, City Center, Gwalior
Closes in 1 hour 8 minutes
8am – 10:30pm (Today)
₹750 for two
+917514013311
+1 more",https://www.zomato.com/gwalior/sugar-palm-hotel-city-center/info
Little Gwalior Cafe Restaurant,2.3,", , View Gallery",,₹400 for two people (approx.),"Little Gwalior Cafe Restaurant
2.3
6
Dining Ratings
3.0
16
Delivery Ratings
Fast Food, Street Food, Chinese, North Indian, South Indian, Rolls, Desserts, Beverages
Katora Taal, Near Jodhpur Wala, Lashkar, Gwalior
Closes in 1 hour 38 minutes
12noon – 11pm (Today)
₹400 for two
+918305673588",https://www.zomato.com/gwalior/little-gwalior-cafe-restaurant-lashkar/info
The Graduate Chill Point,3.9,", , ₹250 for two people (approx.)",,₹250 for two people (approx.),"The Graduate Chill Point
3.9
4
Dining Ratings
-
1
Delivery Ratings
Fast Food, Street Food, Shake, Beverages, Ice Cream
Shitla Complex, Sirol Road, Gulmohar City, Gwalior
Closes in 38 minutes
11am – 10pm (Today)
₹250 for two
+918518824109",https://www.zomato.com/gwalior/the-graduate-chill-point-gulmohar-city/info
Sat Sahib Fast Food Corner,3.5,", , View Gallery",,₹350 for two people (approx.),"Sat Sahib Fast Food Corner
3.5
42
Dining Ratings
3.8
1,198
Delivery Ratings
Fast Food, North Indian
18, New Maharaja Complex, Deen Dayal Nagar, Gwalior
Closes in 1 hour 8 minutes
11:30am – 10:30pm (Today)
₹350 for two
+917999752559
+1 more",https://www.zomato.com/gwalior/sat-sahib-fast-food-corner-deen-dayal-nagar/info
Taste Of Chambal,-,", , ₹350 for two people (approx.)",,₹350 for two people (approx.),"Taste Of Chambal
-
1
Dining Ratings
3.7
117
Delivery Ratings
North Indian, Biryani
Power House Road, Deen Dayal Nagar, Gwalior
Closes in 1 hour 37 minutes
11:45am – 11pm (Today)
₹350 for two
+919754756058",https://www.zomato.com/gwalior/taste-of-chambal-1-deen-dayal-nagar/info
Frontier Restaurent & Parcel Counter,3.3,", , View Gallery",,₹400 for two people (approx.),"Frontier Restaurent & Parcel Counter
3.3
5
Dining Ratings
3.7
32
Delivery Ratings
North Indian
Sanatan Dharam Mandir Road, Lashkar, Gwalior
Closes in 37 minutes
11am – 10pm (Today)
₹400 for two
+919516446459",https://www.zomato.com/gwalior/frontier-restaurent-parcel-counter-lashkar/info
Dr Burger,3.3,", , ₹300 for two people (approx.)",,₹300 for two people (approx.),"Dr Burger
3.3
5
Dining Ratings
4.0
4
Delivery Ratings
Burger, Momos, Sandwich, Pizza, Street Food, Shake, Beverages
Parmar Market, Near Gole Ka Mandir, Morar, Gwalior
Closes in 7 minutes
12noon – 9:30pm (Today)
₹300 for two
+919893729313",https://www.zomato.com/gwalior/dr-burger-morar/info
Bento Caafe,-,", , View Gallery",,₹250 for two people (approx.),"Bento Caafe
-
2
Dining Ratings
4.0
15
Delivery Ratings
Chinese, Pizza, Burger, Fast Food, Sichuan, Street Food, Shake, Beverages
Magarpur House, Tansen Nagar, Near Shiv Shakti Mandir, Near Birla Nagar, Gwalior
Closes in 37 minutes
11am – 10pm (Today)
₹250 for two
+919713557319",https://www.zomato.com/gwalior/bento-caafe-birla-nagar/info
Shivaay Restaurant,3.5,", , View Gallery",,₹500 for two people (approx.),"Shivaay Restaurant
3.5
6
Dining Ratings
-
1
Delivery Ratings
North Indian, Chinese, Salad
AB Road, Girwai, Opposite Dev Gas Agency, Kala Saiyad, Gwalior
Open now
11:30am – 11:45pm (Today)
₹500 for two
+919165552139",https://www.zomato.com/gwalior/shivaay-restaurant-kala-saiyad/info
Vansi Fast Food,3.6,", , View Gallery",,₹200 for two people (approx.),"Vansi Fast Food
3.6
13
Dining Ratings
-
2
Delivery Ratings
Fast Food, South Indian, Pizza, Street Food, Chinese
A-203, Bahodapur, Anand Nagar, Gwalior
Open now
9am – 12midnight (Today)
₹200 for two
+918602244205",https://www.zomato.com/gwalior/vansi-fast-food-anand-nagar/info
Kaurav Sweets,3.2,", , View Gallery",,₹300 for two people (approx.),"Kaurav Sweets
3.2
26
Dining Ratings
3.9
706
Delivery Ratings
Mithai
Madhav Ganj Chauraha, Naya Bazaar, Gwalior
Open now
7am – 12midnight (Today)
₹300 for two
+919165323960
+1 more",https://www.zomato.com/gwalior/kaurav-sweets-naya-bazaar/info
Chit Chat Cafe,2.5,", , View Gallery",,₹250 for two people (approx.),"Chit Chat Cafe
2.5
4
Dining Ratings
4.0
16
Delivery Ratings
Fast Food, Pizza, Momos, Beverages
Airport Road, BSF Colony, Deen Dayal Nagar, Gwalior
Closes in 37 minutes
9am – 10pm (Today)
₹250 for two
+919340029612",https://www.zomato.com/gwalior/chit-chat-cafe-deen-dayal-nagar/info
Bhakti Bhojnalaya & Family Restaurant,3.3,", , View Gallery",,₹350 for two people (approx.),"Bhakti Bhojnalaya & Family Restaurant
3.3
5
Dining Ratings
-
0
Delivery Ratings
North Indian
87-A, Opposite Bansi Complex, Deen Dayal Nagar, Gwalior
Open now
8:45am – 11:45pm (Today)
₹350 for two
+917770999079",https://www.zomato.com/gwalior/bhakti-bhojnalaya-family-restaurant-deen-dayal-nagar/info
S And V,3.4,", , ₹400 for two people (approx.)",,₹400 for two people (approx.),"S And V
3.4
6
Dining Ratings
3.7
208
Delivery Ratings
Chinese, Pizza, Sandwich, Fast Food, Street Food, Beverages
Opposite Shree Ram Colony, Jhasi Road, Lashkar, Gwalior
Open now
2pm – 11:30pm (Today)
₹400 for two
+919131588223",https://www.zomato.com/gwalior/s-and-v-lashkar/info
Lazeez Cafe & Restro,3.0,", , View Gallery",,₹650 for two people (approx.),"Lazeez Cafe & Restro
3.0
48
Dining Ratings
3.0
7
Delivery Ratings
North Indian, Chinese
Lalitpur, Colony Road, Lashkar, Gwalior
Closes in 1 hour 37 minutes
10am – 11pm (Today)
₹650 for two
+917512632362
+2 more",https://www.zomato.com/gwalior/lazeez-cafe-restro-lashkar/info
The Kings Inn,3.3,", , View Gallery",,₹300 for two people (approx.),"The Kings Inn
3.3
5
Dining Ratings
2.1
5
Delivery Ratings
North Indian, Chinese
Sector 3, Near Leela Pathak, Vinay Nagar, Gwalior
Closes in 1 hour 7 minutes
1pm – 10:30pm (Today)
₹300 for two
+918817354739",https://www.zomato.com/gwalior/the-kings-inn-vinay-nagar/info
La' Atmos,3.0,", , View Gallery",,₹700 for two people (approx.),"La' Atmos
3.0
4
Dining Ratings
3.8
43
Delivery Ratings
Pasta, Fast Food, Pizza, Sandwich, Shake, Beverages, Desserts
100, Saraswati Nagar, Silver Estate, University Road, City Center, Gwalior
Open now
2pm – 11:45pm (Today)
₹700 for two
+919653300922",https://www.zomato.com/gwalior/la-atmos-city-center/info
Silver Spoon Restaurant,-,", , View Gallery",,₹300 for two people (approx.),"Silver Spoon Restaurant
-
0
Dining Ratings
4.0
56
Delivery Ratings
North Indian, Chinese, Fast Food
Govindpuri, Mukhya Marg, Vishwavidhyalay Road, Near Navyug Hospital, City Center, Gwalior
Closes in 36 minutes
10am – 10pm (Today)
₹300 for two
+919754692190",https://www.zomato.com/gwalior/silver-spoon-restaurant-city-center/info
Shree Jodhana Misthan Bhandaar,-,", , ₹200 for two people (approx.)",,₹200 for two people (approx.),"Shree Jodhana Misthan Bhandaar
-
0
Dining Ratings
-
0
Delivery Ratings
Mithai, Street Food
Katora Taal Lashkar Gwalior, Lashkar, Gwalior
Closes in 36 minutes
7am – 10pm (Today)
₹200 for two
+916378130837",https://www.zomato.com/gwalior/shree-jodhana-misthan-bhandaar-lashkar/info
Bhog Raj Namkeen,3.3,", , ₹250 for two people (approx.)",,₹250 for two people (approx.),"Bhog Raj Namkeen
3.3
5
Dining Ratings
-
0
Delivery Ratings
Fast Food
Pinto Park, Galaxy Complex In Front Of Sabji Mandi Anand Nagar, Gwalior
Closes in 36 minutes
10am – 10pm (Today)
₹250 for two
+918839908659",https://www.zomato.com/gwalior/bhog-raj-namkeen-anand-nagar/info
Vital Restaurant,3.2,", , View Gallery",,₹350 for two people (approx.),"Vital Restaurant
3.2
4
Dining Ratings
4.0
89
Delivery Ratings
Biryani, North Indian
Tansen Road, New Colony, Birla Nagar, Gwalior
Open now
12noon – 11:30pm (Today)
₹350 for two
+918225002200",https://www.zomato.com/gwalior/vital-restaurant-birla-nagar/info
Ajanta Restaurant,2.7,", , View Gallery",,₹500 for two people (approx.),"Ajanta Restaurant
2.7
37
Dining Ratings
3.3
1,023
Delivery Ratings
North Indian, Mughlai
Station Bajariya City Center, Gwalior
Open now
12midnight – 1am, 10am – 12midnight (Today)
₹500 for two
+918964892600",https://www.zomato.com/gwalior/ajanta-restaurant-city-center/info
The Taste Of Chambal,3.2,", , View Gallery",,₹400 for two people (approx.),"The Taste Of Chambal
3.2
4
Dining Ratings
3.4
10
Delivery Ratings
Fast Food, Chinese, North Indian, Shake, Beverages
Adhyatm Niketan, Ward 3, Koteshwar Road, Vinay Nagar, Gwalior
Open now
2pm – 11:45pm (Today)
₹400 for two
+919098479861",https://www.zomato.com/gwalior/the-taste-of-chambal-2-vinay-nagar/info
Punjab Da Tadka,3.2,", , View Gallery",,₹300 for two people (approx.),"Punjab Da Tadka
3.2
143
Dining Ratings
3.9
1,409
Delivery Ratings
Chinese, Kebab
Kailash Vihar, Mahalgaon, Gwalior
Closes in 1 hour 36 minutes
9am – 11pm (Today)
₹300 for two
+919340606139",https://www.zomato.com/gwalior/punjab-da-tadka-mahalgaon/info
Choice Fast Food,3.6,", , View Gallery",,₹300 for two people (approx.),"Choice Fast Food
3.6
12
Dining Ratings
3.6
229
Delivery Ratings
North Indian, Fast Food, Chinese, South Indian
Naka Chandravadni Chuaraha, Lashkar, Gwalior
Closes in 1 hour 36 minutes
11am – 11pm (Today)
₹300 for two
+919098165785",https://www.zomato.com/gwalior/choice-fast-food-lashkar/info
Spicy Indian Cafe & Restaurant,3.3,", , View Gallery",,₹400 for two people (approx.),"Spicy Indian Cafe & Restaurant
3.3
15
Dining Ratings
4.1
599
Delivery Ratings
North Indian, Chinese, Fast Food
Roxy Talkies, Near Mobile Plaza, Naya Bazaar, Gwalior
Closes in 1 hour 36 minutes
12noon – 11pm (Today)
₹400 for two
+919993282528
+1 more",https://www.zomato.com/gwalior/spicy-indian-cafe-restaurant-naya-bazaar/info
Devki Grand,-,", , View Gallery",,"₹1,000 for two people (approx.)","Devki Grand
-
1
Dining Ratings
4.1
705
Delivery Ratings
North Indian, Biryani, Chinese, Kebab, Fast Food, Street Food, Sandwich
Sirol Chouraha, Dongarpur, Near Cosmo Valley, Morar, Gulmohar City, Gwalior
Open now
10am – 11:45pm (Today)
₹1,000 for two
+918982888577",https://www.zomato.com/gwalior/devki-grand-2-gulmohar-city/info
Fukrey Back Bencher,3.3,", , View Gallery",,₹200 for two people (approx.),"Fukrey Back Bencher
3.3
5
Dining Ratings
4.0
10
Delivery Ratings
South Indian, Pizza, Sandwich, Fast Food, Street Food, Chinese, Shake, Beverages
5, CP Colony, Raghavpuram, Morar, Gwalior
Closes in 36 minutes
10am – 10pm (Today)
₹200 for two
+916267465604",https://www.zomato.com/gwalior/fukrey-back-bencher-morar/info
